index,name,details,size,address,available time,bed,bath,price,nearest MRT ID,distance
12189,The Crest,Partially Furnished Condominium,1216 sqft ,105 Prince Charles Crescent, Ready to move,3,2,"S$ 5,300 /mo",EW18 Redhill MRT Station,0.74 km
12190,Alex Residences,Apartment,1023 sqft ,Alexandra View, Ready to move,3,2,"S$ 4,300 /mo",EW18 Redhill MRT Station,0.06 km
12191,Alex Residences,Partially Furnished Apartment,700 sqft ,Alexandra View, Ready to move,2,2,"S$ 3,200 /mo",EW18 Redhill MRT Station,0.06 km
12192,The Metropolitan Condominium,Fully Furnished Condominium,1076 sqft ,6 Alexandra View, Available from 10 May,2,3,"S$ 4,800 /mo",EW18 Redhill MRT Station,0.12 km
12193,125 Bukit Merah View,Fully Furnished HDB Apartment,200 sqft ,125 Bukit Merah View, Ready to move,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.93 km
12194,55 Strathmore Avenue,Fully Furnished HDB Apartment,1022 sqft ,55 Strathmore Avenue, Available from 15 Jun,3,2,"S$ 2,900 /mo",EW18 Redhill MRT Station,0.91 km
12195,52 Lengkok Bahru,Partially Furnished HDB Apartment,904 sqft ,52 Lengkok Bahru, Available from 1 May,2,2,"S$ 2,700 /mo",EW18 Redhill MRT Station,0.44 km
12196,The Crest,Partially Furnished Condominium,1195 sqft ,103 Prince Charles Crescent, Ready to move,3,3,"S$ 5,300 /mo",EW18 Redhill MRT Station,0.74 km
12197,The Crest,Partially Furnished Condominium,614 sqft ,103 Prince Charles Crescent, Ready to move,1,1,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.74 km
12198,Echelon,Condominium,452 sqft ,9 Alexandra View, Ready to move,1,1,"S$ 2,600 /mo",EW18 Redhill MRT Station,0.20 km
12199,Echelon,Condominium,731 sqft ,9 Alexandra View, Ready to move,2,2,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.20 km
12200,The Crest,Unfurnished Condominium,915 sqft ,101 Prince Charles Crescent, Ready to move,2,2,"S$ 3,900 /mo",EW18 Redhill MRT Station,0.74 km
12201,87 Redhill Close,Fully Furnished HDB Apartment,1355 sqft ,87 Redhill Close, Ready to move,3,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.48 km
12202,The Crest,Partially Furnished Condominium,1900 sqft ,101 Prince Charles Crescent, Ready to move,5,4,"S$ 7,900 /mo",EW18 Redhill MRT Station,0.74 km
12203,The Crest,Partially Furnished Condominium,1200 sqft ,101 Prince Charles Crescent, Ready to move,3,2,"S$ 5,000 /mo",EW18 Redhill MRT Station,0.74 km
12204,Alex Residences,Apartment,474 sqft ,(within 0.06 km), Ready to move,1,1,"S$ 2,580 /mo",EW18 Redhill MRT Station,0.06 km
12205,Alex Residences,Apartment,678 sqft ,(within 0.06 km), Ready to move,2,2,"S$ 3,450 /mo",EW18 Redhill MRT Station,0.06 km
12206,One Jervois,Partially Furnished Condominium,1733 sqft ,7 Jervois Close, Ready to move,4,4,"S$ 6,900 /mo",EW18 Redhill MRT Station,0.97 km
12207,Tanglin Regency,Fully Furnished Condominium,850 sqft ,381 Tanglin Road, S$ 3.53 psf,2,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.25 km
12208,50 Strathmore Avenue,Fully Furnished HDB Apartment,90 sqft ,Strathmore Avenue, S$ 8.33 psf,Room,0,S$ 750 /mo,EW18 Redhill MRT Station,0.88 km
12209,The Metropolitan Condominium,Fully Furnished Condominium,721 sqft ,6 Alexandra View, Ready to move,2,1,"S$ 3,400 /mo",EW18 Redhill MRT Station,0.12 km
12210,61B Strathmore Avenue,Fully Furnished HDB Apartment,100 sqft ,61B strathmore Avenue, Ready to move,Room,0,S$ 700 /mo,EW18 Redhill MRT Station,0.71 km
12211,55 Strathmore Avenue,Fully Furnished HDB Apartment,150 sqft ,55 Strathmore Avenue, S$ 5.67 psf,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.91 km
12212,116 Bukit Merah View,Partially Furnished HDB Apartment,700 sqft ,116 Bukit Merah View, S$ 3.14 psf,2,2,"S$ 2,200 /mo",EW18 Redhill MRT Station,0.81 km
12213,Alex Residences,Partially Furnished Apartment,925 sqft ,Alexandra View, Ready to move,3,2,"S$ 4,800 /mo",EW18 Redhill MRT Station,0.06 km
12214,The Metropolitan Condominium,Partially Furnished Condominium,1400 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 4,600 /mo",EW18 Redhill MRT Station,0.12 km
12215,One Jervois,Fully Furnished Condominium,1701 sqft ,7 Jervois Close, Ready to move,4,3,"S$ 7,800 /mo",EW18 Redhill MRT Station,0.97 km
12216,Ascentia Sky,Partially Furnished Condominium,1012 sqft ,1 Alexandra View, S$ 4.05 psf,2,2,"S$ 4,100 /mo",EW18 Redhill MRT Station,0.23 km
12217,Echelon,Fully Furnished Condominium,1001 sqft ,9 Alexandra View, Ready to move,3,3,"S$ 4,300 /mo",EW18 Redhill MRT Station,0.20 km
12218,The Crest,Partially Furnished Condominium,797 sqft ,103 Prince Charles Crescent, Ready to move,2,2,"S$ 4,200 /mo",EW18 Redhill MRT Station,0.74 km
12219,Tanglin Regency,Condominium,969 sqft ,381 Tanglin Road, Ready to move,2,2,"S$ 3,400 /mo",EW18 Redhill MRT Station,0.25 km
12220,48 Lengkok Bahru,HDB Apartment,195 sqft ,48 Lengkok Bahru, Ready to move,Room,0,S$ 950 /mo,EW18 Redhill MRT Station,0.67 km
12221,55 Strathmore Avenue,Fully Furnished HDB Apartment,150 sqft ,55 Strathmore Avenue, Ready to move,Room,0,"S$ 1,000 /mo",EW18 Redhill MRT Station,0.91 km
12222,83 Redhill Lane,Partially Furnished HDB Apartment,1300 sqft ,83 Redhill Lane, Ready to move,3,2,"S$ 3,200 /mo",EW18 Redhill MRT Station,0.43 km
12223,Alessandrea,Fully Furnished Apartment,1098 sqft ,31 Alexandra Road, Ready to move,3,3,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.66 km
12224,Echelon,Condominium,1001 sqft ,7 Alexandra View, S$ 4.00 psf,3,3,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.20 km
12225,The Metropolitan Condominium,Partially Furnished Condominium,1399 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 4,200 /mo",EW18 Redhill MRT Station,0.12 km
12226,Ascentia Sky,Partially Furnished Apartment,1475 sqft ,1 Alexandra View, Ready to move,3,2,"S$ 5,800 /mo",EW18 Redhill MRT Station,0.23 km
12227,Alex Residences,Partially Furnished Apartment,1044 sqft ,Alexandra View, Ready to move,3,2,"S$ 4,300 /mo",EW18 Redhill MRT Station,0.06 km
12228,Tanglin View,Fully Furnished Condominium,300 sqft ,156 Prince Charles Crescent, Ready to move,Room,0,"S$ 1,400 /mo",EW18 Redhill MRT Station,0.28 km
12229,Ascentia Sky,Fully Furnished Apartment,1012 sqft ,1 Alexandra View, Available from 15 May,2,2,"S$ 4,300 /mo",EW18 Redhill MRT Station,0.23 km
12230,Tanglin Regency,Fully Furnished Condominium,980 sqft ,381 Tanglin Road, Available from 1 May,2,2,"S$ 3,400 /mo",EW18 Redhill MRT Station,0.27 km
12231,161 Bukit Merah Central,Fully Furnished HDB Apartment,721 sqft ,161 Bukit Merah Central, Ready to move,2,2,"S$ 1,900 /mo",EW18 Redhill MRT Station,0.63 km
12232,One Jervois,Partially Furnished Condominium,1840 sqft ,11 Jervois Close, Ready to move,4,3,"S$ 6,800 /mo",EW18 Redhill MRT Station,0.97 km
12233,Ascentia Sky,Partially Furnished Apartment,1475 sqft ,1 Alexandra View, Ready to move,3,2,"S$ 5,500 /mo",EW18 Redhill MRT Station,0.23 km
12234,83 Redhill Lane,HDB Apartment,150 sqft ,83 Redhill Lane, Ready to move,Room,0,S$ 800 /mo,EW18 Redhill MRT Station,0.43 km
12235,51 Lengkok Bahru,HDB Apartment,150 sqft ,51 Lengkok Bahru, Ready to move,Room,0,S$ 630 /mo,EW18 Redhill MRT Station,0.55 km
12236,106 Henderson Crescent,Fully Furnished HDB Apartment,1100 sqft ,106 Henderson Crescent, Ready to move,3,1,"S$ 2,600 /mo",EW18 Redhill MRT Station,0.61 km
12237,The Crest,Partially Furnished Condominium,1184 sqft ,101 Prince Charles Crescent, Ready to move,3,2,"S$ 5,000 /mo",EW18 Redhill MRT Station,0.74 km
12238,The Metropolitan Condominium,Fully Furnished Condominium,1787 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 5,400 /mo",EW18 Redhill MRT Station,0.12 km
12239,83 Redhill Lane,HDB Apartment,150 sqft ,83 Redhill Lane, Ready to move,Room,0,S$ 800 /mo,EW18 Redhill MRT Station,0.43 km
12240,The Metropolitan Condominium,Fully Furnished Condominium,1399 sqft ,8 Alexandra View, Available from 16 May,3,3,"S$ 5,000 /mo",EW18 Redhill MRT Station,0.12 km
12241,Ascentia Sky,Partially Furnished Apartment,1475 sqft ,1 Alexandra View, Ready to move,3,3,"S$ 4,500 /mo",EW18 Redhill MRT Station,0.23 km
12242,59 Strathmore Avenue,Fully Furnished HDB Apartment,1184 sqft ,59 Strathmore Avenue, Ready to move,3,2,"S$ 2,900 /mo",EW18 Redhill MRT Station,0.74 km
12243,11 Jalan Bukit Merah,Fully Furnished HDB Apartment,120 sqft ,11 Jalan Bukit Merah, Ready to move,Room,0,S$ 600 /mo,EW18 Redhill MRT Station,0.95 km
12244,Jervois Lodge,Partially Furnished Condominium,1518 sqft ,32 Jervois Road, Ready to move,3,2,"S$ 3,700 /mo",EW18 Redhill MRT Station,0.89 km
12245,59 Strathmore Avenue,Partially Furnished HDB Apartment,1184 sqft ,59 Strathmore Avenue, Ready to move,3,2,"S$ 2,800 /mo",EW18 Redhill MRT Station,0.74 km
12246,58 Strathmore Avenue,HDB Apartment,150 sqft ,58 Strathmore Avenue, S$ 5.67 psf,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.78 km
12247,The Crest,Partially Furnished Condominium,797 sqft ,101 Prince Charles Crescent, Ready to move,2,2,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.74 km
12248,The Crest,Fully Furnished Condominium,614 sqft ,103 Prince Charles Crescent, Ready to move,1,1,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.74 km
12249,91 Dawson Road,HDB Apartment,150 sqft ,91 Dawson Road, Ready to move,Room,0,S$ 900 /mo,EW18 Redhill MRT Station,0.79 km
12250,101 Henderson Crescent,Partially Furnished HDB Apartment,770 sqft ,101 Henderson Crescent, Ready to move,2,2,"S$ 2,000 /mo",EW18 Redhill MRT Station,0.56 km
12251,Ascentia Sky,Apartment,1475 sqft ,1 Alexandra View, Ready to move,3,3,"S$ 4,800 /mo",EW18 Redhill MRT Station,0.23 km
12252,Dormer Park,Partially Furnished Condominium,1227 sqft ,51 Jervois Road, Available from 15 Apr,3,3,"S$ 4,500 /mo",EW18 Redhill MRT Station,0.75 km
12253,The Metropolitan Condominium,Partially Furnished Condominium,1399 sqft ,8 Alexandra View, Ready to move,3,2,"S$ 4,599 /mo",EW18 Redhill MRT Station,0.12 km
12254,Ascentia Sky,Partially Furnished Apartment,1475 sqft ,3 Alexandra View, Ready to move,3,2,"S$ 6,000 /mo",EW18 Redhill MRT Station,0.23 km
12255,Alex Residences,Apartment,474 sqft ,28 Alexandra View, Ready to move,1,1,"S$ 2,600 /mo",EW18 Redhill MRT Station,0.11 km
12256,Alex Residences,Fully Furnished Condominium,678 sqft ,(within 0.06 km), Ready to move,2,2,"S$ 3,600 /mo",EW18 Redhill MRT Station,0.06 km
12257,124B Bukit Merah View,Fully Furnished HDB Apartment,90 sqft ,124B Bukit Merah View, S$ 8.11 psf,Room,0,S$ 730 /mo,EW18 Redhill MRT Station,0.85 km
12258,Tanglin View,Fully Furnished Condominium,1152 sqft ,150 Prince Charles Crescent, Ready to move,3,2,"S$ 4,100 /mo",EW18 Redhill MRT Station,0.28 km
12259,59 Strathmore Avenue,HDB Apartment,1200 sqft ,59 Strathmore Avenue, Ready to move,3,2,"S$ 2,900 /mo",EW18 Redhill MRT Station,0.74 km
12260,Ascentia Sky,Condominium,1012 sqft ,1 Alexandra View, Ready to move,2,2,"S$ 4,500 /mo",EW18 Redhill MRT Station,0.23 km
12261,59 Strathmore Avenue,Fully Furnished HDB Apartment,200 sqft ,59 Strathmore Avenue, S$ 4.95 psf,Room,0,S$ 990 /mo,EW18 Redhill MRT Station,0.74 km
12262,Echelon,Partially Furnished Condominium,732 sqft ,7 Alexandra View, Ready to move,2,2,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.20 km
12263,The Metropolitan Condominium,Fully Furnished Condominium,1399 sqft ,8 Alexandra View, Available from 6 Jul,3,2,"S$ 4,500 /mo",EW18 Redhill MRT Station,0.12 km
12264,The Metropolitan Condominium,Partially Furnished Condominium,1744 sqft ,8 Alexandra View, Available from 30 May,4,4,"S$ 7,000 /mo",EW18 Redhill MRT Station,0.12 km
12265,50 Hoy Fatt Road,Fully Furnished HDB Apartment,150 sqft ,50 Hoy Fatt Road, S$ 5.67 psf,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.64 km
12266,Jervois Regency,Apartment,969 sqft ,49 Jervois Road, Ready to move,2,2,"S$ 3,200 /mo",EW18 Redhill MRT Station,0.80 km
12267,Strathmore Avenue,HDB Apartment,742 sqft ,Strathmore Avenue, Ready to move,Room,0,"S$ 1,100 /mo",EW18 Redhill MRT Station,0.83 km
12268,9 Jalan Rumah Tinggi,Fully Furnished HDB Apartment,1119 sqft ,9 Jalan Rumah Tinggi, Ready to move,3,2,"S$ 2,500 /mo",EW18 Redhill MRT Station,0.94 km
12269,The Metropolitan Condominium,Fully Furnished Condominium,1432 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 4,900 /mo",EW18 Redhill MRT Station,0.12 km
12270,Ascentia Sky,Partially Furnished Condominium,1012 sqft ,(within 0.14 km), Ready to move,2,2,"S$ 4,200 /mo",EW18 Redhill MRT Station,0.14 km
12271,One Jervois,Fully Furnished Condominium,990 sqft ,7 Jervois Close, Available from 1 May,2,2,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.97 km
12272,Echelon,Fully Furnished Condominium,732 sqft ,9 Alexandra View, Ready to move,2,2,"S$ 3,650 /mo",EW18 Redhill MRT Station,0.20 km
12273,80 Strathmore Avenue,Fully Furnished HDB Apartment,90 sqft ,80 Strathmore Avenue, Ready to move,Room,0,S$ 600 /mo,EW18 Redhill MRT Station,0.97 km
12274,84 Redhill Lane,Fully Furnished HDB Apartment,700 sqft ,84 Redhill Lane, Ready to move,2,1,"S$ 2,000 /mo",EW18 Redhill MRT Station,0.35 km
12275,Jervois Regency,Fully Furnished Apartment,1227 sqft ,49 Jervois Road, Ready to move,3,2,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.80 km
12276,83 Redhill Lane,Fully Furnished HDB Apartment,200 sqft ,83 Redhill Lane, Ready to move,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.43 km
12277,8 Jalan Rumah Tinggi,Fully Furnished HDB Apartment,1463 sqft ,8 Jalan Rumah Tinggi, Ready to move,3,2,"S$ 2,600 /mo",EW18 Redhill MRT Station,0.98 km
12278,The Metropolitan Condominium,Partially Furnished Condominium,1399 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 4,599 /mo",EW18 Redhill MRT Station,0.12 km
12279,The Metropolitan Condominium,Partially Furnished Condominium,1399 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 4,600 /mo",EW18 Redhill MRT Station,0.12 km
12280,The Crest,Partially Furnished Condominium,797 sqft ,101 Prince Charles Crescent, Ready to move,2,2,"S$ 4,300 /mo",EW18 Redhill MRT Station,0.74 km
12281,Jervois Lodge,Condominium,1216 sqft ,32 Jervois Road, Ready to move,3,3,"S$ 3,800 /mo",EW18 Redhill MRT Station,0.89 km
12282,53 Lengkok Bahru,HDB Apartment,904 sqft ,53 Lengkok Bahru, Ready to move,3,2,"S$ 2,800 /mo",EW18 Redhill MRT Station,0.37 km
12283,11 Jalan Bukit Merah,Partially Furnished HDB Apartment,100 sqft ,11 Jalan Bukit Merah, Ready to move,Room,0,S$ 550 /mo,EW18 Redhill MRT Station,0.95 km
12284,Echelon,Partially Furnished Condominium,732 sqft ,(within 0.20 km), Ready to move,2,2,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.20 km
12285,77A Redhill Road,Fully Furnished HDB Apartment,980 sqft ,77A Redhill Road, Available from 25 Apr,3,2,"S$ 2,900 /mo",EW18 Redhill MRT Station,0.19 km
12286,81 Redhill Lane,Fully Furnished HDB Apartment,200 sqft ,81 Redhill Lane, Ready to move,Room,0,S$ 750 /mo,EW18 Redhill MRT Station,0.36 km
12287,Jervois Mansions,Condominium,2600 sqft ,18 Jervois Road, S$ 3.06 psf,3,0,"S$ 7,950 /mo",EW18 Redhill MRT Station,0.95 km
12288,Ascentia Sky,Fully Furnished Apartment,1800 sqft ,1 Alexandra View, Ready to move,4,4,"S$ 6,800 /mo",EW18 Redhill MRT Station,0.23 km
12289,84 Redhill Lane,Fully Furnished HDB Apartment,700 sqft ,84 Redhill Lane, Ready to move,2,1,"S$ 2,400 /mo",EW18 Redhill MRT Station,0.35 km
12290,Echelon,Fully Furnished Condominium,732 sqft ,9 Alexandra View, Ready to move,2,2,"S$ 4,800 /mo",EW18 Redhill MRT Station,0.20 km
12291,51 Lengkok Bahru,Fully Furnished HDB Apartment,215 sqft ,51 Lengkok Bahru, Ready to move,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.55 km
12292,The Metropolitan Condominium,Partially Furnished Condominium,1399 sqft ,8 Alexandra View, Ready to move,3,2,"S$ 4,600 /mo",EW18 Redhill MRT Station,0.12 km
12293,86 Redhill Close,Fully Furnished HDB Apartment,646 sqft ,86 Redhill Close, Ready to move,2,2,"S$ 2,100 /mo",EW18 Redhill MRT Station,0.38 km
12294,Mount Echo Park,Detached House,"5500 sqft, 15673 sqft (land) ",(within 0.85 km), Ready to move,5,5,"S$ 18,000 /mo",EW18 Redhill MRT Station,0.85 km
12295,116 Bukit Merah View,Partially Furnished HDB Apartment,600 sqft ,116 Bukit Merah View, Available from 1 Jun,2,1,"S$ 2,000 /mo",EW18 Redhill MRT Station,0.81 km
12296,50 Strathmore Avenue,Fully Furnished HDB Apartment,180 sqft ,50 Strathmore Avenue, Ready to move,Room,0,"S$ 1,100 /mo",EW18 Redhill MRT Station,0.97 km
12297,83 Redhill Lane,Fully Furnished HDB Apartment,53 sqft ,83 Redhill Lane, Ready to move,Room,0,S$ 850 /mo,EW18 Redhill MRT Station,0.43 km
12298,51 Strathmore Avenue,Fully Furnished HDB Apartment,969 sqft ,51 Strathmore Avenue, Ready to move,3,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.96 km
12299,51 Strathmore Avenue,Fully Furnished HDB Apartment,968 sqft ,51 Strathmore Avenue, Available from 16 Apr,3,2,"S$ 2,900 /mo",EW18 Redhill MRT Station,0.96 km
12300,56 Strathmore Avenue,HDB Apartment,1184 sqft ,56 Strathmore Avenue, Ready to move,2,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.87 km
12301,Echelon,Fully Furnished Condominium,1001 sqft ,9 Alexandra View, S$ 4.60 psf,3,2,"S$ 4,600 /mo",EW18 Redhill MRT Station,0.20 km
12302,Echelon,Fully Furnished Condominium,452 sqft ,9 Alexandra View, Ready to move,Studio,0,"S$ 2,700 /mo",EW18 Redhill MRT Station,0.20 km
12303,Echelon,Partially Furnished Condominium,732 sqft ,9 Alexandra View, Ready to move,2,2,"S$ 3,400 /mo",EW18 Redhill MRT Station,0.20 km
12304,The Metropolitan Condominium,Partially Furnished Condominium,1399 sqft ,8 Alexandra View, Ready to move,3,2,"S$ 4,600 /mo",EW18 Redhill MRT Station,0.12 km
12305,102 Henderson Crescent,Fully Furnished HDB Apartment,914 sqft ,102 Henderson Crescent, Ready to move,4,2,"S$ 2,500 /mo",EW18 Redhill MRT Station,0.55 km
12306,75C Redhill Road,Fully Furnished HDB Apartment,1250 sqft ,75C Redhill Road, Ready to move,3,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.08 km
12307,Tanglin View,Fully Furnished Condominium,1388 sqft ,150 Prince Charles Crescent, Ready to move,3,2,"S$ 3,900 /mo",EW18 Redhill MRT Station,0.28 km
12308,Tanglin Regency,Fully Furnished Condominium,1109 sqft ,381 Tanglin Road, Ready to move,3,2,"S$ 3,900 /mo",EW18 Redhill MRT Station,0.25 km
12309,Ascentia Sky,Fully Furnished Apartment,945 sqft ,3 Alexandra View, Ready to move,2,2,"S$ 4,299 /mo",EW18 Redhill MRT Station,0.23 km
12310,56 Strathmore Avenue,Fully Furnished HDB Apartment,150 sqft ,56 Strathmore Avenue, Ready to move,Room,0,S$ 800 /mo,EW18 Redhill MRT Station,0.87 km
12311,131 Clarence Lane,Fully Furnished HDB Apartment,300 sqft ,131 Clarence Lane, Ready to move,Room,0,S$ 950 /mo,EW18 Redhill MRT Station,0.37 km
12312,The Metropolitan Condominium,Fully Furnished Condominium,1367 sqft ,8 Alexandra View, Ready to move,3,3,"S$ 5,800 /mo",EW18 Redhill MRT Station,0.12 km
12313,35 Jalan Rumah Tinggi,Fully Furnished HDB Apartment,300 sqft ,35 Jalan Rumah Tinggi, Ready to move,Room,0,"S$ 1,000 /mo",EW18 Redhill MRT Station,0.89 km
12314,104 Henderson Crescent,Fully Furnished HDB Apartment,150 sqft ,104 Henderson Crescent, Ready to move,Room,0,S$ 550 /mo,EW18 Redhill MRT Station,0.52 km
12315,The Crest,Condominium,635 sqft ,101 Prince Charles Crescent, Ready to move,2,1,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.74 km
12316,Ascentia Sky,Partially Furnished Apartment,947 sqft ,1 Alexandra View, Ready to move,2,2,"S$ 4,200 /mo",EW18 Redhill MRT Station,0.23 km
12317,75C Redhill Road,Fully Furnished HDB Apartment,1076 sqft ,75C Redhill Road, Ready to move,3,1,"S$ 3,100 /mo",EW18 Redhill MRT Station,0.08 km
12318,50 Strathmore Avenue,Fully Furnished HDB Apartment,95 sqft ,50 Strathmore Avenue, Ready to move,3,2,"S$ 2,650 /mo",EW18 Redhill MRT Station,0.97 km
12319,The Metropolitan Condominium,Fully Furnished Condominium,1744 sqft ,8 Alexandra View, Ready to move,4,3,"S$ 6,900 /mo",EW18 Redhill MRT Station,0.12 km
12320,Alex Residences,Unfurnished Apartment,1023 sqft ,28 Alexandra View, Ready to move,3,3,"S$ 5,000 /mo",EW18 Redhill MRT Station,0.11 km
12321,Alessandrea,Fully Furnished Apartment,1001 sqft ,31 Alexandra Road, Ready to move,3,2,"S$ 3,800 /mo",EW18 Redhill MRT Station,0.66 km
12322,Jervois Jade Apartments,Fully Furnished Apartment,1110 sqft ,21 Jervois Close, Available from 16 Aug,2,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.93 km
12323,Jervois Gardens,Condominium,2250 sqft ,30F - 30H Jervois Close, Ready to move,4,3,"S$ 5,000 /mo",EW18 Redhill MRT Station,0.79 km
12324,Echelon,Partially Furnished Condominium,1550 sqft ,9 Alexandra View, Ready to move,4,3,"S$ 6,800 /mo",EW18 Redhill MRT Station,0.20 km
12325,Alex Residences,Partially Furnished Apartment,474 sqft ,Alexandra View, Ready to move,1,1,"S$ 2,701 /mo",EW18 Redhill MRT Station,0.06 km
12326,Jervois Mansions,Partially Furnished Condominium,2600 sqft ,18 Jervois Road, Ready to move,3,3,"S$ 7,950 /mo",EW18 Redhill MRT Station,0.95 km
12327,125 Bukit Merah View,Fully Furnished HDB Apartment,1173 sqft ,125 Bukit Merah View, Ready to move,3,2,"S$ 2,699 /mo",EW18 Redhill MRT Station,0.93 km
12328,47 Lengkok Bahru,Fully Furnished HDB Apartment,1300 sqft ,47 Lengkok Bahru, Ready to move,3,2,"S$ 2,800 /mo",EW18 Redhill MRT Station,0.64 km
12329,61B Strathmore Avenue,Fully Furnished HDB Apartment,150 sqft ,61B strathmore Avenue, Ready to move,Room,0,S$ 800 /mo,EW18 Redhill MRT Station,0.71 km
12330,One Jervois,Partially Furnished Condominium,1840 sqft ,7 Jervois Close, Available from 15 Apr,4,4,"S$ 7,000 /mo",EW18 Redhill MRT Station,0.97 km
12331,Ascentia Sky,Partially Furnished Apartment,1819 sqft ,3 Alexandra View, Ready to move,4,4,"S$ 7,500 /mo",EW18 Redhill MRT Station,0.23 km
12332,RENOVATED COZY BRIGHT LIVING @ REDHILL MRT,Fully Furnished HDB Apartment,1100 sqft ,Redhill MRT /Bukit Timah /Alexandra, Ready to move,3,2,"S$ 3,000 /mo",EW18 Redhill MRT Station,0.12 km
12333,Tanglin View,Fully Furnished Condominium,1259 sqft ,156 Prince Charles Crescent, Ready to move,3,3,"S$ 4,350 /mo",EW18 Redhill MRT Station,0.28 km
12334,The Metropolitan Condominium,Partially Furnished Condominium,1744 sqft ,8 Alexandra View, Ready to move,4,4,"S$ 6,900 /mo",EW18 Redhill MRT Station,0.12 km
12335,83 Redhill Lane,Fully Furnished HDB Apartment,150 sqft ,83 Redhill Lane, Ready to move,Room,0,S$ 900 /mo,EW18 Redhill MRT Station,0.43 km
12336,Alex Residences,Partially Furnished Apartment,904 sqft ,Alexandra View, Ready to move,3,2,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.06 km
12337,The Crest,Partially Furnished Condominium,764 sqft ,103 Prince Charles Crescent, Ready to move,2,1,"S$ 3,500 /mo",EW18 Redhill MRT Station,0.74 km
12338,The Crest,Partially Furnished Condominium,1367 sqft ,101 Prince Charles Crescent, Ready to move,4,3,"S$ 6,500 /mo",EW18 Redhill MRT Station,0.74 km
12339,One Jervois,Partially Furnished Condominium,2368 sqft ,9 Jervois Close, Ready to move,4,4,"S$ 8,000 /mo",EW18 Redhill MRT Station,0.97 km
12340,Echelon,Fully Furnished Condominium,732 sqft ,9 Alexandra View, Ready to move,2,2,"S$ 4,800 /mo",EW18 Redhill MRT Station,0.20 km
12341,Echelon,Partially Furnished Condominium,1001 sqft ,9 Alexandra View, Available from 15 Apr,3,3,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.20 km
12342,20 Redhill Close,Fully Furnished HDB Apartment,632 sqft ,20 Redhill Close, Ready to move,2,2,"S$ 2,000 /mo",EW18 Redhill MRT Station,0.33 km
12343,Alex Residences,Apartment,1023 sqft ,28 Alexandra View, Ready to move,3,2,"S$ 4,300 /mo",EW18 Redhill MRT Station,0.11 km
12344,Tanglin View,Partially Furnished Condominium,1164 sqft ,152 Prince Charles Crescent, Ready to move,3,3,"S$ 3,880 /mo",EW18 Redhill MRT Station,0.28 km
12345,The Metropolitan Condominium,Partially Furnished Condominium,1744 sqft ,8 Alexandra View, Ready to move,4,2,"S$ 7,000 /mo",EW18 Redhill MRT Station,0.12 km
12346,Ascentia Sky,Partially Furnished Apartment,1001 sqft ,3 Alexandra View, Available from 31 May,2,2,"S$ 4,000 /mo",EW18 Redhill MRT Station,0.23 km
12347,The Metropolitan Condominium,Partially Furnished Condominium,1744 sqft ,8 Alexandra View, Ready to move,4,2,"S$ 6,800 /mo",EW18 Redhill MRT Station,0.12 km
12348,Alex Residences,Fully Furnished Apartment,473 sqft ,Alexandra View, Ready to move,1,1,"S$ 2,800 /mo",EW18 Redhill MRT Station,0.06 km
12349,39 Jalan Rumah Tinggi,Partially Furnished HDB Apartment,1076 sqft ,39 Jalan Rumah Tinggi, Ready to move,3,2,"S$ 2,500 /mo",EW18 Redhill MRT Station,0.88 km
12350,Tanglin View,Fully Furnished Condominium,1152 sqft ,150 Prince Charles Crescent, Ready to move,3,2,"S$ 3,850 /mo",EW18 Redhill MRT Station,0.28 km
12351,Tanglin View,Fully Furnished Condominium,150 sqft ,150 Prince Charles Crescent, Ready to move,Room,0,"S$ 1,200 /mo",EW18 Redhill MRT Station,0.28 km
