index,name,details,size,address,available time,bed,bath,price,nearest MRT ID,distance
633,Treasures @ G19,Fully Furnished Condominium,388 sqft ,35 Lorong 19 Geylang, Ready to move,1,1,"S$ 1,850 /mo",EW10 Kallang MRT Station,0.88 km
634,Citylights,Fully Furnished Condominium,678 sqft ,90 Jellicoe Road, Ready to move,1,1,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.94 km
635,Wing Fong Mansions,Partially Furnished Apartment,990 sqft ,12 Lorong 14 Geylang, Ready to move,3,2,"S$ 2,999 /mo",EW10 Kallang MRT Station,0.87 km
636,3D Upper Boon Keng Road,Fully Furnished HDB Apartment,1184 sqft ,3D Upper Boon Keng Road, S$ 2.53 psf,3,2,"S$ 3,000 /mo",EW10 Kallang MRT Station,0.28 km
637,Centra Residence,Partially Furnished Condominium,1100 sqft ,8 Lorong 7 Geylang, Ready to move,2,2,"S$ 2,700 /mo",EW10 Kallang MRT Station,0.53 km
638,Torieville,Unfurnished Apartment,990 sqft ,47 Lorong 6 Geylang, Ready to move,3,2,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.64 km
639,The Riverine By The Park,Fully Furnished Apartment,1313 sqft ,398 Kallang Road, Ready to move,3,2,"S$ 4,600 /mo",EW10 Kallang MRT Station,0.33 km
640,Southbank,Partially Furnished Apartment,904 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 3,600 /mo",EW10 Kallang MRT Station,0.98 km
641,Southbank,Partially Furnished Condominium,958 sqft ,881 North Bridge Road, Available from 22 Apr,2,2,"S$ 4,100 /mo",EW10 Kallang MRT Station,0.98 km
642,51 Sims Drive,Partially Furnished HDB Apartment,1259 sqft ,51 Sims Drive, Ready to move,3,2,"S$ 2,600 /mo",EW10 Kallang MRT Station,0.99 km
643,The Riverine By The Park,Partially Furnished Apartment,1776 sqft ,398 Kallang Road, Ready to move,4,4,"S$ 6,000 /mo",EW10 Kallang MRT Station,0.33 km
644,Citylights,Fully Furnished Condominium,687 sqft ,88 Jellicoe Road, Ready to move,2,2,"S$ 3,600 /mo",EW10 Kallang MRT Station,0.94 km
645,The Riverine By The Park,Fully Furnished Apartment,1206 sqft ,398 Kallang Road, Ready to move,3,2,"S$ 4,300 /mo",EW10 Kallang MRT Station,0.33 km
646,The Riverine By The Park,Partially Furnished Apartment,1755 sqft ,398 Kallang Road, Ready to move,4,3,"S$ 5,900 /mo",EW10 Kallang MRT Station,0.33 km
647,113 Lorong 3 Geylang,Fully Furnished HDB Apartment,1119 sqft ,113 Lorong 3 Geylang, Ready to move,3,2,"S$ 2,600 /mo",EW10 Kallang MRT Station,0.27 km
648,The Riverine By The Park,Partially Furnished Apartment,1206 sqft ,398 Kallang Road, Available from 1 Jul,3,2,"S$ 4,800 /mo",EW10 Kallang MRT Station,0.33 km
649,41 Sims Drive,Fully Furnished HDB Apartment,700 sqft ,41 Sims Drive, Ready to move,2,1,"S$ 1,800 /mo",EW10 Kallang MRT Station,0.76 km
650,Citylights,Partially Furnished Condominium,1894 sqft ,80 Jellicoe Road, Ready to move,3,2,"S$ 7,000 /mo",EW10 Kallang MRT Station,0.94 km
651,44 Sims Drive,Fully Furnished HDB Apartment,150 sqft ,44 Sims Drive, Ready to move,Room,0,S$ 800 /mo,EW10 Kallang MRT Station,0.83 km
652,The Riverine By The Park,Partially Furnished Condominium,1205 sqft ,398 Kallang Road, S$ 3.73 psf,3,3,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.33 km
653,Southbank,Fully Furnished Apartment,614 sqft ,881 North Bridge Road, S$ 5.37 psf,1,1,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.98 km
654,Southbank,Partially Furnished Condominium,985 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 4,100 /mo",EW10 Kallang MRT Station,0.98 km
655,Citylights,Fully Furnished Condominium,678 sqft ,88 Jellicoe Road, S$ 4.72 psf,1,1,"S$ 3,200 /mo",EW10 Kallang MRT Station,0.94 km
656,Southbank,Partially Furnished Condominium,958 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 4,000 /mo",EW10 Kallang MRT Station,0.98 km
657,Citylights,Partially Furnished Condominium,1894 sqft ,90 Jellicoe Road, Ready to move,3,3,"S$ 7,500 /mo",EW10 Kallang MRT Station,0.94 km
658,Southbank,Partially Furnished Apartment,1313 sqft ,881 North Bridge Road, Available from 20 May,3,3,"S$ 5,800 /mo",EW10 Kallang MRT Station,0.98 km
659,44 Sims Drive,Fully Furnished HDB Apartment,70 sqft ,44 Sims Drive, S$ 5.71 psf,Room,0,S$ 400 /mo,EW10 Kallang MRT Station,0.83 km
660,Southbank,Partially Furnished Apartment,614 sqft ,881 North Bridge Road, Ready to move,1,1,"S$ 3,200 /mo",EW10 Kallang MRT Station,0.98 km
661,Citylights,Fully Furnished Condominium,560 sqft ,86 Jellicoe Road, Ready to move,1,1,"S$ 3,000 /mo",EW10 Kallang MRT Station,0.94 km
662,3A Upper Boon Keng Road,Fully Furnished HDB Apartment,200 sqft ,3A Upper Boon Keng Road, Ready to move,Room,0,S$ 750 /mo,EW10 Kallang MRT Station,0.33 km
663,Southbank,Fully Furnished Condominium,592 sqft ,881 North Bridge Road, Ready to move,1,1,"S$ 3,200 /mo",EW10 Kallang MRT Station,0.98 km
664,Citylights,Fully Furnished Condominium,560 sqft ,80 Jellicoe Road, Ready to move,1,1,"S$ 2,900 /mo",EW10 Kallang MRT Station,0.94 km
665,Citylights,Partially Furnished Apartment,1894 sqft ,80 Jellicoe Road, Available from 15 May,3,4,"S$ 7,000 /mo",EW10 Kallang MRT Station,0.94 km
666,Southbank,Fully Furnished Condominium,958 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 3,800 /mo",EW10 Kallang MRT Station,0.98 km
667,Treasures @ G19,Fully Furnished Condominium,409 sqft ,33 Lorong 19 Geylang, Ready to move,1,1,"S$ 1,800 /mo",EW10 Kallang MRT Station,0.88 km
668,15 Upper Boon Keng Road,Fully Furnished HDB Apartment,1087 sqft ,15 Upper Boon Keng Road, Available from 15 Apr,3,2,"S$ 2,600 /mo",EW10 Kallang MRT Station,0.49 km
669,Citylights,Partially Furnished Condominium,1894 sqft ,90 Jellicoe Road, Ready to move,3,2,"S$ 7,000 /mo",EW10 Kallang MRT Station,0.94 km
670,Geylang Residential / Shop House,Shophouse,1700 sqft ,11 Lorong 15 Geylang, Ready to move,1,2,"S$ 3,500 /mo",EW10 Kallang MRT Station,0.78 km
671,Citylights,Fully Furnished Condominium,678 sqft ,80 Jellicoe Road, Ready to move,2,1,"S$ 3,400 /mo",EW10 Kallang MRT Station,0.94 km
672,2D Upper Boon Keng Road,Partially Furnished HDB Apartment,115 sqft ,2D Upper Boon Keng Road, Ready to move,Room,0,S$ 750 /mo,EW10 Kallang MRT Station,0.25 km
673,The Riverine By The Park,Partially Furnished Apartment,1755 sqft ,398 Kallang Road, Ready to move,4,4,"S$ 8,000 /mo",EW10 Kallang MRT Station,0.33 km
674,Citylights,Partially Furnished Condominium,1895 sqft ,90 Jellicoe Road, Ready to move,3,3,"S$ 7,500 /mo",EW10 Kallang MRT Station,0.94 km
675,Treasures @ G6,Partially Furnished Apartment,450 sqft ,35 Lorong 6 Geylang, Ready to move,1,1,"S$ 1,900 /mo",EW10 Kallang MRT Station,0.62 km
676,3A Upper Boon Keng Road,Fully Furnished HDB Apartment,968 sqft ,3A Upper Boon Keng Road, Ready to move,3,2,"S$ 2,800 /mo",EW10 Kallang MRT Station,0.33 km
677,Citylights,Fully Furnished Condominium,893 sqft ,80 Jellicoe Road, Ready to move,2,2,"S$ 4,000 /mo",EW10 Kallang MRT Station,0.94 km
678,Royce Residences,Fully Furnished Condominium,463 sqft ,8 Lorong 6 Geylang, Available from 30 Apr,1,1,"S$ 1,700 /mo",EW10 Kallang MRT Station,0.63 km
679,Citylights,Fully Furnished Condominium,893 sqft ,80 Jellicoe Road, Available from 15 Jun,2,2,"S$ 3,999 /mo",EW10 Kallang MRT Station,0.94 km
680,11 Upper Boon Keng Road,Fully Furnished HDB Apartment,707 sqft ,11 Upper Boon Keng Road, Ready to move,2,1,"S$ 2,200 /mo",EW10 Kallang MRT Station,0.34 km
681,Southbank,Condominium,1184 sqft ,881 North Bridge Road, Ready to move,1,2,"S$ 4,800 /mo",EW10 Kallang MRT Station,0.98 km
682,Southbank,Partially Furnished Condominium,883 sqft ,881 North Bridge Road, Ready to move,1,2,"S$ 3,500 /mo",EW10 Kallang MRT Station,0.98 km
683,Citylights,Condominium,560 sqft ,84 Jellicoe Road, Ready to move,1,1,"S$ 2,999 /mo",EW10 Kallang MRT Station,0.94 km
684,Citylights,Condominium,678 sqft ,80 Jellicoe Road, Ready to move,2,1,"S$ 3,500 /mo",EW10 Kallang MRT Station,0.94 km
685,Citylights,Partially Furnished Condominium,1894 sqft ,80 Jellicoe Road, Ready to move,3,3,"S$ 7,500 /mo",EW10 Kallang MRT Station,0.94 km
686,44 Sims Drive,Fully Furnished HDB Apartment,150 sqft ,44 Sims Drive, S$ 4.00 psf,Room,0,S$ 600 /mo,EW10 Kallang MRT Station,0.83 km
687,Citylights,Fully Furnished Condominium,280 sqft ,82 Jellicoe Road, Ready to move,Room,0,"S$ 2,000 /mo",EW10 Kallang MRT Station,0.94 km
688,Citylights,Partially Furnished Condominium,678 sqft ,88 Jellicoe Road, Ready to move,1,1,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.94 km
689,Wing Fong Mansions,Partially Furnished Apartment,1226 sqft ,12 Lorong 14 Geylang, Ready to move,4,2,"S$ 2,800 /mo",EW10 Kallang MRT Station,0.87 km
690,44 Sims Drive,Fully Furnished HDB Apartment,200 sqft ,44 Sims Drive, Ready to move,Room,0,S$ 950 /mo,EW10 Kallang MRT Station,0.83 km
691,The Riverine By The Park,Partially Furnished Condominium,1205 sqft ,398 Kallang Road, S$ 3.73 psf,3,3,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.33 km
692,16 Upper Boon Keng Road,Fully Furnished HDB Apartment,700 sqft ,16 Upper Boon Keng Road, S$ 3.14 psf,2,1,"S$ 2,200 /mo",EW10 Kallang MRT Station,0.43 km
693,5A Upper Boon Keng Road,Partially Furnished HDB Apartment,1001 sqft ,5A Upper Boon Keng Road, S$ 2.80 psf,3,2,"S$ 2,799 /mo",EW10 Kallang MRT Station,0.31 km
694,The Riverine By The Park,Partially Furnished Apartment,1302 sqft ,398 Kallang Road, Ready to move,3,2,"S$ 4,900 /mo",EW10 Kallang MRT Station,0.33 km
695,Southbank,Partially Furnished Condominium,958 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 4,000 /mo",EW10 Kallang MRT Station,0.98 km
696,Citylights,Fully Furnished Condominium,570 sqft ,88 Jellicoe Road, Ready to move,1,1,"S$ 3,000 /mo",EW10 Kallang MRT Station,0.94 km
697,The Riverine By The Park,Partially Furnished Apartment,1313 sqft ,398 Kallang Road, Ready to move,3,3,"S$ 4,300 /mo",EW10 Kallang MRT Station,0.33 km
698,8A Upper Boon Keng Road,Fully Furnished HDB Apartment,150 sqft ,8A Upper Boon Keng Road, Ready to move,Room,0,S$ 850 /mo,EW10 Kallang MRT Station,0.25 km
699,Torieville,Fully Furnished Apartment,1023 sqft ,47 Lorong 6 Geylang, Ready to move,2,2,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.64 km
700,Treasures @ G19,Fully Furnished Condominium,388 sqft ,33 Lorong 19 Geylang, Ready to move,1,1,"S$ 1,850 /mo",EW10 Kallang MRT Station,0.88 km
701,113 Lorong 3 Geylang,Fully Furnished HDB Apartment,250 sqft ,113 Lorong 3 Geylang, Ready to move,Room,0,S$ 800 /mo,EW10 Kallang MRT Station,0.27 km
702,Citylights,Fully Furnished Condominium,678 sqft ,80 Jellicoe Road, Ready to move,2,1,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.94 km
703,2B Upper Boon Keng Road,Partially Furnished HDB Apartment,1184 sqft ,2B Upper Boon Keng Road, Available from 16 Apr,3,2,"S$ 2,999 /mo",EW10 Kallang MRT Station,0.25 km
704,Citylights,Partially Furnished Condominium,926 sqft ,90 Jellicoe Road, Available from 21 Apr,2,2,"S$ 4,300 /mo",EW10 Kallang MRT Station,0.94 km
705,The Riverine By The Park,Fully Furnished Apartment,1205 sqft ,398 Kallang Road, Ready to move,3,3,"S$ 5,100 /mo",EW10 Kallang MRT Station,0.33 km
706,Citylights,Fully Furnished Condominium,892 sqft ,80 Jellicoe Road, Ready to move,2,2,"S$ 4,400 /mo",EW10 Kallang MRT Station,0.94 km
707,2D Upper Boon Keng Road,Fully Furnished HDB Apartment,400 sqft ,2D Upper Boon Keng Road, Available from 1 May,Room,0,"S$ 1,300 /mo",EW10 Kallang MRT Station,0.25 km
708,Citylights,Fully Furnished Condominium,893 sqft ,86 Jellicoe Road, Available from 16 May,2,2,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.94 km
709,39 Upper Boon Keng Road,Fully Furnished HDB Apartment,300 sqft ,39 Upper Boon Keng Road, Ready to move,Room,0,"S$ 1,000 /mo",EW10 Kallang MRT Station,0.88 km
710,Centra Residence,Partially Furnished Condominium,1100 sqft ,8 Lorong 7 Geylang, Ready to move,2,2,"S$ 2,700 /mo",EW10 Kallang MRT Station,0.53 km
711,113 Lorong 3 Geylang,Partially Furnished Terraced House,"1033 sqft, 800 sqft (land) ",113 Lorong 3 Geylang, Ready to move,2,1,"S$ 3,000 /mo",EW10 Kallang MRT Station,0.27 km
712,Citylights,Condominium,1894 sqft ,80 Jellicoe Road, Ready to move,3,3,"S$ 7,500 /mo",EW10 Kallang MRT Station,0.94 km
713,Centra Residence,Fully Furnished Condominium,592 sqft ,8 Lorong 7 Geylang, Ready to move,2,1,"S$ 2,000 /mo",EW10 Kallang MRT Station,0.53 km
714,Southbank,Fully Furnished Condominium,614 sqft ,881 North Bridge Road, Ready to move,1,1,"S$ 3,200 /mo",EW10 Kallang MRT Station,0.98 km
715,Southbank,Fully Furnished Condominium,614 sqft ,881 North Bridge Road, Ready to move,1,1,"S$ 3,500 /mo",EW10 Kallang MRT Station,0.98 km
716,41 Sims Drive,Partially Furnished HDB Apartment,700 sqft ,41 Sims Drive, Ready to move,2,1,"S$ 1,800 /mo",EW10 Kallang MRT Station,0.76 km
717,Studio8,Fully Furnished Condominium,495 sqft ,8 Jalan Ayer, Ready to move,1,1,"S$ 2,100 /mo",EW10 Kallang MRT Station,0.18 km
718,Southbank,Fully Furnished Condominium,614 sqft ,881 North Bridge Road, Ready to move,1,1,"S$ 3,500 /mo",EW10 Kallang MRT Station,0.98 km
719,Citylights,Partially Furnished Condominium,732 sqft ,80 Jellicoe Road, Available from 15 May,2,1,"S$ 3,500 /mo",EW10 Kallang MRT Station,0.94 km
720,The Riverine By The Park,Partially Furnished Condominium,1205 sqft ,398 Kallang Road, S$ 3.73 psf,3,3,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.33 km
721,Southbank,Fully Furnished Condominium,614 sqft ,883 North Bridge Road, S$ 6.03 psf,1,1,"S$ 3,700 /mo",EW10 Kallang MRT Station,0.98 km
722,Treasures @ G19,Fully Furnished Condominium,388 sqft ,33 Lorong 19 Geylang, Ready to move,1,1,"S$ 2,000 /mo",EW10 Kallang MRT Station,0.91 km
723,11 Upper Boon Keng Road,HDB Apartment,750 sqft ,11 Upper Boon Keng Road, Ready to move,2,2,"S$ 1,500 /mo",EW10 Kallang MRT Station,0.34 km
724,11 Upper Boon Keng Road,Fully Furnished HDB Apartment,1000 sqft ,11 Upper Boon Keng Road, Ready to move,3,2,"S$ 1,800 /mo",EW10 Kallang MRT Station,0.34 km
725,Treasures @ G6,Fully Furnished Condominium,461 sqft ,35 Lorong 6 Geylang, Ready to move,1,1,"S$ 2,100 /mo",EW10 Kallang MRT Station,0.62 km
726,BLK 16 Upper Boon Keng,Fully Furnished HDB Apartment,220 sqft ,(within 0.44 km), S$ 4.55 psf,Room,0,"S$ 1,000 /mo",EW10 Kallang MRT Station,0.44 km
727,43 Sims Drive,Fully Furnished HDB Apartment,947 sqft ,43 Sims Drive, S$ 2.43 psf,3,2,"S$ 2,300 /mo",EW10 Kallang MRT Station,0.85 km
728,Wing Fong Mansions,Fully Furnished Apartment,1141 sqft ,12 Lorong 14 Geylang, Ready to move,3,2,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.87 km
729,The Riverine By The Park,Partially Furnished Apartment,1755 sqft ,398 Kallang Road, Ready to move,4,4,"S$ 5,999 /mo",EW10 Kallang MRT Station,0.33 km
730,Le Regal,Fully Furnished Condominium,366 sqft ,340 Geylang Road, Ready to move,1,1,"S$ 1,888 /mo",EW10 Kallang MRT Station,0.99 km
731,Southbank,Fully Furnished Condominium,904 sqft ,881 North Bridge Road, Available from 30 Apr,2,2,"S$ 4,100 /mo",EW10 Kallang MRT Station,0.98 km
732,2 Upper Boon Keng Road,Fully Furnished HDB Apartment,300 sqft ,2 Upper Boon Keng Road, Ready to move,Room,0,S$ 900 /mo,EW10 Kallang MRT Station,0.27 km
733,Treasures @ G6,Partially Furnished Apartment,420 sqft ,35 Lorong 6 Geylang, Ready to move,1,1,"S$ 1,800 /mo",EW10 Kallang MRT Station,0.62 km
734,The Riverine By The Park,Partially Furnished Apartment,1313 sqft ,398 Kallang Road, S$ 3.58 psf,3,3,"S$ 4,700 /mo",EW10 Kallang MRT Station,0.33 km
735,2D Upper Boon Keng Road,Partially Furnished HDB Apartment,120 sqft ,2D Upper Boon Keng Road, Ready to move,Room,0,S$ 800 /mo,EW10 Kallang MRT Station,0.25 km
736,Nicole Green,Partially Furnished Apartment,936 sqft ,68 Guillemard Road, Ready to move,2,2,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.97 km
737,114 Lorong 3 Geylang,Fully Furnished HDB Apartment,150 sqft ,114 Lorong 3 Geylang, S$ 4.33 psf,Room,0,S$ 650 /mo,EW10 Kallang MRT Station,0.30 km
738,Wing Fong Mansions,Fully Furnished Apartment,1270 sqft ,12 Lorong 14 Geylang, Ready to move,3,2,"S$ 2,650 /mo",EW10 Kallang MRT Station,0.87 km
739,8A Upper Boon Keng Road,Fully Furnished HDB Apartment,150 sqft ,8A Upper Boon Keng Road, S$ 5.33 psf,Room,0,S$ 800 /mo,EW10 Kallang MRT Station,0.25 km
740,Canne Lodge,Fully Furnished Apartment,1238 sqft ,75 Lorong 3 Geylang, Ready to move,3,3,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.36 km
741,Citylights,Fully Furnished Condominium,904 sqft ,86 Jellicoe Road, Available from 1 May,2,2,"S$ 4,200 /mo",EW10 Kallang MRT Station,0.94 km
742,The Riverine By The Park,Partially Furnished Condominium,1205 sqft ,398 Kallang Road, Ready to move,3,3,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.33 km
743,Wing Fong Mansions,Partially Furnished Apartment,1141 sqft ,12 Lorong 14 Geylang, Ready to move,3,2,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.87 km
744,Centra Residence,Fully Furnished Condominium,508 sqft ,8 Lorong 7 Geylang, Ready to move,2,1,"S$ 2,200 /mo",EW10 Kallang MRT Station,0.53 km
745,Centra Residence,Partially Furnished Condominium,452 sqft ,8 Lorong 7 Geylang, Ready to move,1,1,"S$ 1,900 /mo",EW10 Kallang MRT Station,0.53 km
746,Citylights,Partially Furnished Condominium,1421 sqft ,80 Jellicoe Road, Ready to move,3,3,"S$ 5,200 /mo",EW10 Kallang MRT Station,0.94 km
747,Treasures @ G6,Partially Furnished Apartment,420 sqft ,35 Lorong 6 Geylang, Ready to move,1,1,"S$ 1,800 /mo",EW10 Kallang MRT Station,0.62 km
748,Treasures @ G6,Partially Furnished Apartment,450 sqft ,35 Lorong 6 Geylang, Ready to move,1,1,"S$ 1,700 /mo",EW10 Kallang MRT Station,0.62 km
749,Studio8,Partially Furnished Condominium,481 sqft ,8 Jalan Ayer, Ready to move,1,1,"S$ 2,000 /mo",EW10 Kallang MRT Station,0.18 km
750,44 Sims Drive,HDB Apartment,947 sqft ,44 Sims Drive, S$ 2.43 psf,3,2,"S$ 2,300 /mo",EW10 Kallang MRT Station,0.83 km
751,Southbank,Fully Furnished Condominium,969 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 4,100 /mo",EW10 Kallang MRT Station,0.98 km
752,2B Upper Boon Keng Road,Fully Furnished HDB Apartment,969 sqft ,2B Upper Boon Keng Road, Available from 15 Apr,3,2,"S$ 2,800 /mo",EW10 Kallang MRT Station,0.25 km
753,Torieville,Fully Furnished Apartment,985 sqft ,47 Lorong 6 Geylang, Ready to move,3,2,"S$ 2,700 /mo",EW10 Kallang MRT Station,0.64 km
754,Southbank,Fully Furnished Condominium,904 sqft ,881 North Bridge Road, Ready to move,2,2,"S$ 4,150 /mo",EW10 Kallang MRT Station,0.98 km
755,44 Sims Drive,Fully Furnished HDB Apartment,139 sqft ,44 Sims Drive, S$ 5.76 psf,Room,0,S$ 800 /mo,EW10 Kallang MRT Station,0.83 km
756,Citylights,Partially Furnished Condominium,678 sqft ,80 Jellicoe Road, Available from 12 Apr,2,1,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.94 km
757,8A Upper Boon Keng Road,Fully Furnished HDB Apartment,1000 sqft ,8A Upper Boon Keng Road, Ready to move,Room,0,S$ 880 /mo,EW10 Kallang MRT Station,0.25 km
758,Citylights,Partially Furnished Condominium,1894 sqft ,90 Jellicoe Road, Ready to move,3,3,"S$ 7,499 /mo",EW10 Kallang MRT Station,0.94 km
759,The Riverine By The Park,Fully Furnished Apartment,980 sqft ,398 Kallang Road, Ready to move,2,2,"S$ 3,800 /mo",EW10 Kallang MRT Station,0.33 km
760,1 Lorong 13 Geylang,Conservation House,"300 sqft, 3000 sqft (land) ",1 Lorong 13 Geylang, Ready to move,Room,0,"S$ 1,400 /mo",EW10 Kallang MRT Station,0.72 km
761,1 Lorong 13 Geylang,Fully Furnished Conservation House,"300 sqft, 3000 sqft (land) ",1 Lorong 13 Geylang, Ready to move,Studio,0,"S$ 1,850 /mo",EW10 Kallang MRT Station,0.72 km
762,3B Upper Boon Keng Road,Fully Furnished HDB Apartment,150 sqft ,3B Upper Boon Keng Road, Ready to move,Room,0,S$ 650 /mo,EW10 Kallang MRT Station,0.37 km
763,Citylights,Condominium,506 sqft ,80 Jellicoe Road, Ready to move,1,1,"S$ 3,000 /mo",EW10 Kallang MRT Station,0.94 km
764,Treasures @ G19,Fully Furnished Condominium,512 sqft ,33 Lorong 19 Geylang, Ready to move,1,1,"S$ 2,000 /mo",EW10 Kallang MRT Station,0.88 km
765,Central Imperial,Fully Furnished Condominium,506 sqft ,3 Lorong 14 Geylang, Ready to move,2,2,"S$ 2,300 /mo",EW10 Kallang MRT Station,0.87 km
766,Beautiful New 2BR Conservation House,Partially Furnished Shophouse,1200 sqft ,Lorong 13 Geylang, S$ 2.08 psf,2,1,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.72 km
767,The Riverine By The Park,Partially Furnished Apartment,1776 sqft ,398 Kallang Road, Ready to move,4,3,"S$ 8,000 /mo",EW10 Kallang MRT Station,0.33 km
768,The Riverine By The Park,Partially Furnished Condominium,1205 sqft ,398 Kallang Road, S$ 3.73 psf,3,3,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.33 km
769,Citylights,Fully Furnished Condominium,560 sqft ,90 Jellicoe Road, Ready to move,1,1,"S$ 3,000 /mo",EW10 Kallang MRT Station,0.94 km
770,Walkup Apartment,Unfurnished Walk-up,1100 sqft ,lorong 16 geylang, Ready to move,3,1,"S$ 2,800 /mo",EW10 Kallang MRT Station,0.96 km
771,2C Upper Boon Keng Road,Fully Furnished HDB Apartment,120 sqft ,2C Upper Boon Keng Road, Ready to move,Room,0,S$ 700 /mo,EW10 Kallang MRT Station,0.21 km
772,The Riverine By The Park,Partially Furnished Apartment,1313 sqft ,398 Kallang Road, Ready to move,3,3,"S$ 4,500 /mo",EW10 Kallang MRT Station,0.33 km
773,Treasures @ G6,Fully Furnished Apartment,409 sqft ,35 Lorong 6 Geylang, Ready to move,1,1,"S$ 1,650 /mo",EW10 Kallang MRT Station,0.62 km
774,Fern Lodge,Fully Furnished Apartment,990 sqft ,7 Lorong 4 Geylang, Ready to move,3,3,"S$ 2,700 /mo",EW10 Kallang MRT Station,0.53 km
775,Southbank,Partially Furnished Condominium,1313 sqft ,881 North Bridge Road, S$ 3.96 psf,3,3,"S$ 5,200 /mo",EW10 Kallang MRT Station,0.98 km
776,Southbank,Partially Furnished Condominium,904 sqft ,881 North Bridge Road, Ready to move,3,3,"S$ 4,100 /mo",EW10 Kallang MRT Station,0.98 km
777,Canne Lodge,Fully Furnished Apartment,1238 sqft ,75 Lorong 3 Geylang, S$ 2.67 psf,3,3,"S$ 3,300 /mo",EW10 Kallang MRT Station,0.36 km
778,Southbank,Fully Furnished Condominium,958 sqft ,881 North Bridge Road, Available from 22 Apr,2,2,"S$ 4,200 /mo",EW10 Kallang MRT Station,0.98 km
779,13 Upper Boon Keng Road,Fully Furnished HDB Apartment,110 sqft ,13 Upper Boon Keng Road, S$ 11.82 psf,Room,0,"S$ 1,300 /mo",EW10 Kallang MRT Station,0.36 km
780,Centra Residence,Partially Furnished Condominium,517 sqft ,8 Lorong 7 Geylang, Ready to move,2,1,"S$ 2,200 /mo",EW10 Kallang MRT Station,0.53 km
781,43 Sims Drive,Fully Furnished HDB Apartment,1119 sqft ,43 Sims Drive, Ready to move,3,2,"S$ 2,500 /mo",EW10 Kallang MRT Station,0.85 km
782,Torieville,Partially Furnished Apartment,960 sqft ,47 Lorong 6 geylang, Ready to move,2,3,"S$ 2,300 /mo",EW10 Kallang MRT Station,0.65 km
783,Treasures @ G19,Fully Furnished Condominium,377 sqft ,33 Lorong 19 Geylang, Ready to move,1,1,"S$ 2,000 /mo",EW10 Kallang MRT Station,0.91 km
784,5A Upper Boon Keng Road,Partially Furnished HDB Apartment,100 sqft ,5A Upper Boon Keng Road, Ready to move,Room,0,"S$ 1,000 /mo",EW10 Kallang MRT Station,0.31 km
785,Citylights,Partially Furnished Condominium,1800 sqft ,84 Jellicoe Road, Available from 15 May,3,4,"S$ 7,800 /mo",EW10 Kallang MRT Station,0.94 km
786,Citylights,Fully Furnished Condominium,893 sqft ,80 Jellicoe Road, Available from 5 Jun,2,2,"S$ 4,000 /mo",EW10 Kallang MRT Station,0.94 km
